,id,amenity,est,nor,Ai,centers,label
5102,41490620,garden,517902.142,169334.629,40.21,False,143
5104,41599359,parking,535707.445,178994.621,35.0,False,0
5105,41599360,parking,535636.825,179062.663,36.67,True,0
5109,41671979,garden,529850.493,189017.183,15.55,False,11
5112,41690486,playground,531914.333,176541.34,19.41,False,4
5113,41690528,cafe,531725.581,176737.88,20.47,False,4
5114,41690530,playground,531871.509,176736.674,21.69,False,4
5115,41690535,school,531630.981,176669.435,17.43,False,4
5119,41731463,park,524010.468,177748.642,16.4,False,161
5134,41832367,place of worship,531885.002,183946.635,125.11,False,43
5136,41868399,parking,552068.932,182117.7,12.42,False,19
5139,41937246,playground,530506.092,190327.117,13.13,False,117
5143,41981763,townhall,534831.372,180897.185,47.12,False,22
5150,42018705,garden,529949.543,181180.162,349.64,False,13
5154,42030132,pub,526363.801,181393.98,61.29,False,29
5155,42031286,park,531583.342,162044.993,12.46,False,148
5156,42031712,parking,526157.598,181485.306,44.04,False,29
5157,42032675,cafe,526400.788,181627.489,55.93,False,29
5158,42032678,park,526373.126,181622.662,54.62,False,29
5159,42032685,hotel,526167.378,181576.981,41.68,False,29
5160,42033439,place of worship,525756.519,181407.646,60.61,False,54
5161,42066488,marketplace,524871.043,182143.868,61.3,False,77
5162,42112138,hotel,529701.805,181944.949,150.0,False,13
5163,42112142,hotel,529688.533,181963.093,148.68,False,13
5164,42112143,hotel,529681.895,181972.159,148.01,False,13
5165,42112144,hotel,529675.263,181981.236,147.29,False,13
5166,42112145,hotel,529670.839,181987.299,146.76,False,13
5167,42112146,hotel,529664.201,181996.354,145.91,False,13
5168,42112147,hotel,529657.562,182005.442,145.0,False,13
5169,42112151,hotel,529644.29,182023.586,143.1,False,13
5170,42112556,hotel,529787.813,181832.789,160.82,False,13
5171,42136463,theatre,529658.157,181857.031,178.32,False,13
5172,42136465,college,529702.186,181864.24,168.52,False,13
5174,42155130,college,529690.666,181762.176,199.0,False,13
5182,42314298,school,530028.559,174757.597,17.61,False,160
5183,42319457,university,527085.988,181390.769,136.41,False,133
5184,42321124,hotel,526885.236,181098.773,124.33,False,133
5185,42321125,hotel,526887.315,181110.609,127.17,False,133
5186,42321126,hotel,526892.062,181115.111,127.82,False,133
5187,42321127,hotel,526896.81,181119.603,128.39,False,133
5188,42321128,hotel,526901.564,181124.095,128.9,False,133
5189,42321129,hotel,526906.312,181128.575,129.33,False,133
5190,42321132,hotel,526920.555,181142.05,130.46,False,133
5191,42321133,hotel,526925.303,181146.541,130.79,False,133
5192,42321134,hotel,526930.05,181151.033,131.06,False,133
5193,42321137,hotel,526937.179,181157.764,131.37,False,133
5194,42321139,hotel,526946.674,181166.748,131.7,False,133
5195,42321145,hotel,526972.785,181191.446,132.44,False,133
5196,42321146,hotel,526977.533,181195.937,132.54,False,133
5197,42321149,hotel,526989.408,181207.172,132.66,False,133
5198,42321152,hotel,527001.277,181218.395,132.65,False,133
5199,42321153,hotel,526972.725,181282.72,144.98,False,133
5200,42321155,hotel,526978.449,181285.367,144.5,False,133
5201,42321156,hotel,526982.588,181289.198,144.26,False,133
5202,42321159,hotel,526986.804,181293.009,143.95,False,133
5203,42321160,hotel,526990.783,181296.847,143.63,False,133
5204,42321161,hotel,526994.494,181301.145,143.33,False,133
5205,42321162,hotel,526999.073,181305.154,142.86,False,133
5206,42321163,hotel,527003.366,181309.212,142.4,False,133
5207,42321166,hotel,527011.913,181317.504,141.46,False,133
5208,42321173,hotel,527026.459,181331.32,139.93,False,133
5209,42321176,hotel,526839.888,181159.609,141.7,False,133
5210,42321177,hotel,526846.216,181165.586,142.28,False,133
5211,42321180,hotel,526856.77,181175.552,143.11,False,133
5212,42321182,hotel,526860.989,181179.53,143.39,False,133
5213,42321185,hotel,526869.426,181187.507,143.86,False,133
5214,42321188,hotel,526886.314,181203.462,144.68,False,133
5215,42321189,hotel,526890.533,181207.451,144.86,False,133
5216,42321191,hotel,526898.977,181215.417,145.15,False,133
5217,42321194,hotel,526905.305,181221.395,145.32,False,133
5218,42321195,hotel,526911.64,181227.373,145.44,False,133
5219,42321198,hotel,526924.303,181239.328,145.62,False,133
5220,42321199,hotel,526928.528,181243.317,145.65,False,133
5221,42321204,hotel,526941.191,181255.272,145.69,False,133
5222,42321206,hotel,526949.587,181263.237,145.67,False,133
5223,42321207,hotel,526955.982,181271.23,145.78,False,133
5224,42321209,hotel,526809.309,181129.459,137.36,False,133
5225,42321213,hotel,526752.408,181075.698,125.13,False,133
5226,42321215,hotel,526762.917,181086.074,127.7,False,133
5227,42321216,hotel,526694.603,181021.425,109.01,False,133
5228,42321224,hotel,526748.396,180990.231,101.49,False,133
5229,42321233,hotel,526785.416,181024.401,109.82,False,133
5235,42388128,marketplace,533802.696,190084.727,32.51,False,92
5236,42388133,school,533677.576,189725.33,29.61,False,92
5237,42388540,school,534028.11,189515.396,23.2,False,92
5238,42471577,place of worship,531522.574,182215.567,113.01,False,94
5239,42471586,park,531522.672,182221.456,112.3,False,94
5240,42527949,playground,531530.377,182256.831,107.97,False,94
5241,42527973,pub,531351.266,182189.67,110.75,False,94
5254,42584610,hotel,533207.249,180165.538,77.35,False,52
5255,42615064,car dealer,533594.827,187131.241,32.33,False,61
5256,42634024,playground,533742.25,187222.553,25.15,False,61
5257,42634647,parking,533744.596,187164.326,29.38,False,61
5258,42635534,parking,533674.971,187178.379,30.39,False,61
5259,42635571,library,533700.011,187485.781,17.01,False,61
5260,42680116,parking,505853.714,184077.723,15.86,False,140
5261,42727887,supermarket,533774.312,187823.295,20.02,False,61
5262,42727964,supermarket,533612.31,187799.511,23.07,False,61
5265,42760113,garden,528208.522,185204.055,23.39,False,98
5266,42783086,garden,527009.952,181075.016,103.59,False,133
5267,42783978,playground,532461.328,179965.322,83.65,False,72
5268,42784208,garden,532344.914,179963.148,79.85,False,72
5269,42784759,garden,532440.636,180058.733,87.67,False,72
5270,42785389,chemist,530562.034,181504.434,173.07,False,94
5275,42838496,garden,525154.406,181374.434,54.69,False,77
5276,42838771,garden,525463.084,181253.785,74.0,False,54
5279,42864135,park,535975.583,182779.289,30.44,False,153
5282,42919302,parking,548848.762,175228.033,45.18,False,157
5285,42931536,restaurant,531696.1,181745.261,134.93,False,94
5286,42935883,pub,531729.329,181767.631,136.56,False,94
5287,42935885,nightclub,531746.674,181776.071,137.24,False,94
5288,42935888,bar,531769.281,181788.007,138.04,False,94
5289,42971557,school,533502.701,187438.212,15.09,False,61
5290,42988547,parking,516315.851,173201.71,57.69,False,104
5291,42998926,park,531947.894,183991.424,114.29,False,43
5292,42998927,school,531844.755,184004.042,125.28,False,43
5293,42999281,fitness centre,530030.761,187332.732,44.5,False,103
5294,42999282,park,529638.76,187287.981,32.51,False,103
5295,42999284,school,529749.369,187115.703,41.2,False,103
5296,42999290,garden,529873.79,187451.984,32.13,False,103
5297,43001070,townhall,516432.486,173416.221,44.91,False,104
5298,43015799,place of worship,528247.429,183725.3,33.33,False,98
5300,43126097,place of worship,528023.916,196354.241,23.33,False,51
5301,43171225,parking,539261.503,194699.677,11.92,False,134
5302,43178190,parking,513085.637,187502.113,16.75,False,164
5303,43186702,parking,514208.318,187148.297,20.25,False,129
5304,43189175,place of worship,514381.226,187745.344,11.59,False,97
5305,43290805,hospital,529694.988,183583.889,33.07,False,98
5306,43309288,garden,530334.424,183647.905,52.01,False,121
5307,43312307,parking,529640.962,183535.552,37.87,False,98
5308,43312351,fast food,530352.648,183657.052,52.52,False,121
5309,43312362,park,530638.289,183604.37,70.85,False,121
5310,43312363,place of worship,530666.455,183662.156,71.8,False,121
5311,43339653,parking,535549.338,169915.764,31.59,False,155
5312,43339659,park,535580.889,169852.152,24.87,False,155
5313,43346202,school,515799.847,173407.827,27.28,False,104
5314,43377815,playground,531498.916,184006.951,96.38,False,43
5318,43414273,playground,514147.288,186669.622,23.75,False,129
5323,43514739,hospital,535610.551,185336.862,32.14,False,60
5324,43587554,school,517448.623,179065.296,17.17,False,53
5325,43587555,school,517381.929,179022.49,17.4,False,53
5326,43588788,park,517138.158,179109.154,23.28,False,53
5327,43626739,park,517677.905,179451.481,21.55,False,141
5328,43626971,park,517443.437,179912.034,17.82,False,141
5329,43633677,craft,517745.267,179296.057,18.89,False,141
5330,43633927,parking,517689.743,179293.538,20.69,False,141
5332,43644511,park,534781.454,180013.534,26.36,False,0
5334,43706245,museum,531368.017,181249.998,117.65,False,94
5335,43893073,school,517760.35,179589.241,19.53,False,141
5336,43904057,school,533843.199,187849.553,16.27,False,61
5340,43935421,school,532496.182,183306.401,35.67,False,43
5342,43996029,school,535552.798,185783.471,26.52,False,60
5344,44047047,place of worship,517072.005,179085.589,22.44,False,53
5345,44047155,library,517114.203,179130.087,22.71,False,53
5353,44064215,parking,517679.876,180862.059,81.2,False,141
5354,44065275,garden,517982.975,174229.222,31.8,False,74
5355,44067531,college,517564.59,180378.867,51.36,False,141
5356,44072412,school,516066.806,172766.627,17.07,False,104
5358,44105061,hotel,531969.905,182923.825,60.12,False,43
5360,44128508,playground,527054.756,185898.024,22.87,False,25
5361,44128616,playground,529318.072,179654.669,55.3,False,82
5362,44130630,place of worship,531827.36,183401.805,87.22,False,43
5363,44130637,place of worship,531654.436,183382.54,125.93,False,43
5364,44131078,florist,531193.39,182834.535,90.26,False,43
5365,44131091,laundry,531468.877,182958.833,105.02,False,43
5366,44157617,pub,531704.344,182302.687,104.33,False,94
5376,44358424,hotel,519613.137,178460.631,15.73,False,88
5377,44425766,park,532254.003,179348.21,44.17,False,72
5378,44425874,parking,524908.585,175967.306,19.92,False,149
5379,44425878,playground,524828.348,175995.327,20.79,False,149
5380,44425879,sports centre,524950.004,175937.234,18.64,False,149
5381,44441648,sports centre,529620.715,177905.069,21.5,False,132
5382,44441656,park,529649.868,177939.093,22.84,False,132
5385,44470201,parking,537330.233,177822.057,26.23,False,58
5386,44505814,playground,532772.571,179426.029,44.9,False,72
5387,44532353,parking,517863.715,175286.881,52.4,False,74
5392,44593191,park,532448.615,179323.264,40.89,False,72
5393,44599803,museum,530469.341,180901.54,257.56,False,13
5402,44679415,playground,540738.012,169690.788,17.2,False,67
5403,44679416,parking,540714.75,169692.15,17.9,False,67
5404,44679895,parking,540512.397,169532.558,36.46,False,67
5405,44679899,parking,540489.933,169621.601,31.95,False,67
5406,44679904,parking,540413.249,169510.166,50.69,False,67
5407,44681761,library,535397.721,170268.856,55.79,False,155
5408,44689576,car dealer,519420.075,178440.864,15.55,False,118
5409,44721172,car dealer,519535.215,178467.1,16.06,False,88
5410,44724380,playground,540060.283,169024.655,43.45,False,67
5411,44733844,parking,514294.013,182366.351,12.08,False,47
5412,44733845,parking,514357.557,182332.634,11.88,False,47
5416,44773969,bank,532400.477,180429.104,77.1,False,72
5418,44792888,parking,512344.11,179506.5,11.68,False,90
5421,44866511,playground,517144.792,179466.639,14.26,False,141
5422,44867367,parking,517804.82,180894.201,90.1,False,141
5423,44885948,place of worship,517440.243,177281.155,16.22,False,53
5425,44909480,place of worship,536457.052,182794.13,34.35,False,153
5427,44914566,parking,505788.087,184385.855,12.52,False,140
5429,44929722,fuel,535041.739,185592.396,29.77,False,60
5430,44929727,school,535165.04,185699.803,26.82,False,60
5431,44929728,school,535186.916,185878.167,19.53,False,60
5432,44953526,park,522057.044,189979.446,24.9,False,27
5433,44953528,police,521937.583,190134.424,29.53,False,27
5434,45010575,park,531265.332,176064.636,27.7,False,50
5439,45072654,parking,506150.543,180576.607,13.13,False,139
5442,45122729,garden,531276.534,180354.811,70.26,False,72
5446,45176853,arts centre,530256.434,175517.177,28.13,False,160
5453,45273242,cafe,554854.388,190689.257,11.81,False,1
5454,45273747,bakery,554865.56,190694.797,11.62,False,1
5455,45273871,travel agency,554764.293,190645.856,11.55,False,1
5456,45274552,supermarket,554798.772,190667.789,12.08,False,1
5457,45276256,pharmacy,554775.329,190647.718,11.86,False,1
5462,45292830,fast food,554814.665,190668.576,12.16,True,1
5465,45327433,park,543650.833,178811.492,19.34,False,32
5469,45388015,hospital,526751.13,181405.929,118.79,False,133
5471,45405645,department store,528797.014,181243.781,225.7,False,13
5472,45405646,department store,528717.918,181220.958,224.37,False,13
5474,45421296,park,526770.56,194338.977,12.05,False,14
5475,45494173,garden,532528.264,179405.746,42.84,False,72
5476,45494179,garden,532425.301,179489.281,49.11,False,72
5482,45559443,garden,525532.432,180901.792,85.08,False,54
5483,45559444,garden,525514.066,180987.272,89.33,False,54
5484,45560456,doctors,531295.966,182355.154,107.03,False,94
5485,45560458,place of worship,531267.706,182427.465,109.68,False,94
5486,45603520,parking,540739.084,169176.351,20.27,False,67
5488,45664087,sports centre,540459.959,169084.545,52.3,False,67
5489,45667110,doctors,535114.266,185838.899,20.89,False,60
5490,45667126,park,534939.931,185931.416,20.07,False,60
5491,45667128,park,534902.121,186007.593,19.03,False,60
5492,45672772,park,540443.846,169208.06,54.39,False,67
5493,45672776,place of worship,540588.057,169407.734,32.47,False,67
5499,45748932,parking,535033.794,184884.855,46.87,False,60
5500,45748937,theatre,534916.48,184759.024,41.48,False,60
5501,45748939,parking,534860.449,184743.201,36.78,False,60
5502,45748943,police,535104.387,185271.897,41.13,False,60
5503,45748945,sports centre,535114.837,185390.511,39.32,False,60
5504,45748947,parking,535081.494,185439.599,37.46,False,60
5505,45775334,place of worship,521245.056,178898.098,38.77,False,91
5506,45827301,library,505951.261,182641.902,25.31,False,90
5507,45827691,parking,540555.036,168654.204,26.24,False,67
5508,45827695,police,540467.037,168636.413,31.0,False,67
5509,45855295,university,505890.905,182787.934,24.01,False,90
5510,45855306,university,505994.948,182553.509,22.58,False,90
5511,45855328,university,506063.509,182543.895,22.97,False,90
5512,45855340,university,505969.107,182517.557,20.35,False,90
5513,45855353,university,505945.184,182434.127,15.73,False,90
5514,45855394,university,505882.557,182438.405,14.5,False,90
5515,45855443,sports centre,506204.718,182716.157,24.61,False,90
5516,45855461,sports centre,506252.682,182711.788,22.36,False,90
5517,45855478,sports centre,506201.685,182754.333,24.26,False,90
5518,45875393,school,521537.414,190506.919,17.15,False,27
5519,45875431,parking,521825.717,189860.149,26.55,False,27
5520,45875444,university,521777.472,189736.851,19.99,False,27
5524,45886526,sports centre,506252.535,182607.983,21.68,False,90
5525,45886528,university,506018.081,182835.66,24.05,False,90
5526,45886546,university,505882.429,182831.737,22.24,False,90
5527,45886549,university,506256.117,182833.229,19.36,False,90
5528,45886579,university,506082.101,182661.814,27.12,False,90
5529,45886605,university,506387.632,182596.515,15.47,False,90
5530,45886610,university,506411.306,182550.24,13.92,False,90
5531,45886621,university,506085.39,182595.397,25.18,False,90
5532,45886626,university,506167.22,182598.22,24.41,False,90
